tweet,date,account
You should have struck Russia and stopped the escalating WWIII $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $META $MSTR $BTC,2025-02-01T20:05:44.000Z,@TradingGuru
"RT 
@realdonaldtrump
 ‘s meme coin has some conservatives complaining over most blatant PANZI SCHEME in history $QQQ $MSFT $GOOG $AAPL $AMZN $TSLA $NFLX $NVDA $INTC $ORCL $MSTR $BTC",2025-02-01T04:46:15.000Z,@TradingGuru
No tweets found,N/A,cnbc
"President Trump just said that interest rates should be lowered

Trump vs. Powell coming soon to $NFLX?",2025-02-12T19:08:22.000Z,@Stocktwits
"This is getting more interesting by the minute...

Elon Musk vs. Sam Altman, coming soon to $NFLX",2025-02-10T22:15:53.000Z,@Stocktwits
"Netflix Teases ‘Bridgerton’ Season 4 With Behind-The-Scenes Trailer: Here’s What We Know
https://go.forbes.com/c/uF9w",2025-02-14T18:10:04.000Z,@Forbes
"As cannabis and sports betting become legalized, and with OnlyFans as mainstream as Netflix, the payment service has become the go-to app for everyday hedonists.
Read more: https://forbes.com/sites/willyakowicz/2024/12/13/venmo-is-for-vices-paying-for-sex-drugs-and-gambling-on-the-down-low/?utm_source=TWITTER&utm_medium=social&utm_campaign=forbes…",2025-02-12T00:11:00.000Z,@Forbes
"RT This is a sheer assault on U.S. democracy and the Constitution by the convicted-felon-in-chief 
@realDonaldTrump
 administration $QQQ $MSFT $GOOG $TSLA $AAPL $AMZN $NVDA $NFLX $MSTR $ORCL $BTC #USA",2025-02-11T05:36:35.000Z,@TradingGuru
"RT 
@realDonaldTrump
 the convicted-felon-in-chief is dismantling the U.S.'s top financial watchdog—an agency that has recovered over $21 billion from Wall Street for defrauded Americans $QQQ $TSLA $AAPL $AMZN $MSFT $GOOG $META $NFLX $NVDA $MSTR $BTC",2025-02-11T03:37:02.000Z,@TradingGuru
What a fucking imbecile with IQ as gold fish $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $MSTR $BTC,2025-02-10T01:08:28.000Z,@TradingGuru
"RT I think, contrary to this fucking imbecile 
@realDonaldTrump
, with an IQ like a goldfish $QQQ $MSFT $GOOG $AAPL $AMZN $AAPL $NFLX $TSLA $NVDA $MSTR $BTC #usa",2025-02-10T00:10:30.000Z,@TradingGuru
"RT Lawlessness and retribution against ""enemies"" will be the norm in 
@realdonaldtrump
 ‘s next term $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $MSTR $BTC",2025-02-08T02:33:06.000Z,@TradingGuru
Meet the industry insider who curates art for shows on Netflix and beyond,2025-02-21T23:45:08.000Z,@CNBC
No tweets found,N/A,Stocktwits
Actor Amanda Warren takes on the role of a no-nonsense veteran of the secret US Night Action investigative program in the second season of popular Netflix series ‘The Night Agent’ https://reut.rs/435KmKH,2025-02-20T16:15:00.000Z,@Reuters
Netflix 'definitely' eyeing Sunday NFL package http://reut.rs/4hF5NH5,2025-02-18T22:35:11.000Z,@Reuters
"Showrunner Jess Brownell and actors Luke Thompson and Yerin Ha teased the upcoming relationship between Benedict Bridgerton and his maid, giving glimpses into the fourth season of the Netflix show 'Bridgerton' https://reut.rs/415dAH7",2025-02-17T20:30:00.000Z,@Reuters
"'Bridgerton' fans receive the first glimpse of the hit Netflix show's fourth season, which sees romance blossom between the noble family's second son Benedict and a servant https://reut.rs/415dAH7",2025-02-17T17:50:00.000Z,@Reuters
"Pepperdine University Sues Netflix Over New Mindy Kaling Show
https://go.forbes.com/c/gS2D",2025-02-21T17:15:04.000Z,@Forbes
$NFLX $NFLX:CA - Netflix Is Stronger Than Ever; Here's Why It Still Has Room To Run. https://seekingalpha.com/article/4758726-netflix-is-stronger-than-ever-heres-why-it-still-has-room-to-run?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #trading #markets #business,2025-02-15T09:24:23.000Z,@SeekingAlpha
"RT Lawlessness and retribution against ""enemies"" will be the norm in 
@realdonaldtrump
 ‘s next term $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $MSTR $BTC",2025-02-18T13:46:47.000Z,@TradingGuru
"RT 
@realDonaldTrump
 trade war has made the U.S. ""a scary place to invest"" and could trigger stagflation. U.S. stock RE prices are currently overvalued by 30% $QQQ $MSFT $GOOG $AAPL $AMZN $NFLX $TSLA $META $NVDA $MSTR $BTC",2025-02-18T01:46:45.000Z,@TradingGuru
"RT 
@realDonaldTrump
 and 
@ElonMusk
 aggressive push to slash billions in fed spending with massive job and regulatory cuts is drawing accusations of illegal actions and undermining judicial authority $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $MSTR $BTC",2025-02-17T14:23:35.000Z,@TradingGuru
"RT As the U.S. descends into disorder, and will spark more violence and unrest $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $MSTR $BTC",2025-02-16T01:33:15.000Z,@TradingGuru
"RT 
@realDonaldTrump
 is waging a highly detrimental and unwinnable tariff war and mass federal workers firing sparks INFLATION and UNEMPLOYMENT $QQQ $MSFT $GOOG $AMZN $NVDA $NFLX $AAPL $TSLA $META $MSTR $BTC #usa",2025-02-15T15:55:54.000Z,@TradingGuru
"Netflix $NFLX share price is above $1,000; 10 for 1 split coming soon?",2025-02-19T19:43:43.000Z,@bespokeinvest
"NETFLIX WANTS TO SHOW MORE NFL GAMES

Netflix $NFLX is now planning to pursue a Sunday NFL package following its successful Christmas Day debut last season - Reuters

Netflix's Chief Content Officer just said: ""I definitely want the Sunday (afternoon) games""",2025-02-18T22:40:09.000Z,@StockMKTNewz
No tweets found,N/A,cnbc
"Apple $AAPL & Amazon $AMZN are embracing theaters—But Netflix $NFLX isn't sold yet!

AMC Entertainment $AMC CEO Adam Aron says major streamers are warming up to the big screen, but Netflix still isn’t convinced.

What’s happening?
 Amazon & Apple are investing in theatrical",2025-02-26T17:19:00.000Z,@Benzinga
$NFLX $NFLX:CA - Netflix: More Pain In Store For Bullish Converts. https://seekingalpha.com/article/4762680-netflix-more-pain-in-store-for-bullish-converts?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #trading #stocks #markets,2025-02-27T13:06:54.000Z,@SeekingAlpha
Netflix is considering relocating from a group of Hollywood buildings that have served as its Los Angeles base for several years,2025-02-28T02:30:02.000Z,@business
"RT It was a meeting between two of Putin’s puppets, 
@JDVance
 and 
@realDonaldTrump
, and a true world hero. $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $BTC",2025-02-28T19:22:15.000Z,@TradingGuru
"RT 
@JDVance
 once again showed that he is a vile fascist, pushing Putin’s talking points throughout the entire White House meeting with Ukraine. $QQQ $MSFT $GOOG $AMZN $AAPL $TSLA $NFLX $NVDA $BTC",2025-02-28T18:34:32.000Z,@TradingGuru
$TSLA stock is overvalued by 7X $QQQ $MSFT $GOOG $AAPL $AMZN $NFLX $TSLA $META $BTC $MSTR $ORCL $CSCO $NVDA,2025-02-25T20:07:57.000Z,@TradingGuru
"RT 
@realdonaldtrump
's administration is waging a “disturbing” attack on the freedom of speech and of freedom the press that amounts to a “true free-speech emergency” $QQQ $MSFT $GOOG $AAPL $AMZN $NFLX $TSLA $META $MSTR $NVDA $BTC $ORCL #USA #RiseUp",2025-02-25T01:02:20.000Z,@TradingGuru
